transaction_time,transaction_amount,device_type,channel,card_present,customer_age,merchant_category,is_fraud
14,3309.81,0,0,1,25,4,0
19,8295.67,0,1,1,34,1,0
5,3324.18,3,0,0,57,1,0
21,596.17,1,1,1,55,5,0
11,4090.64,3,1,1,27,5,0
9,1329.39,2,1,0,19,3,0
18,883.07,0,1,0,65,5,0
7,977.83,2,1,1,30,0,0
4,5230.26,1,0,0,61,4,0
9,1809.1,2,1,0,46,1,0
10,1899.55,3,1,1,61,2,0
19,32.23,2,0,1,65,0,0
13,944.77,2,0,0,59,1,0
13,6446.44,3,0,1,45,1,0
1,2067.88,2,1,0,45,1,0
16,1615.53,3,0,1,65,0,0
14,230.57,3,1,0,47,0,0
22,1041.91,3,0,0,61,4,0
2,421.94,0,0,1,49,2,0
2,538.84,3,1,0,21,3,0
2,1241.18,3,1,0,43,2,0
2,208.35,0,0,1,50,4,0
17,4519.03,0,1,0,25,1,0
5,2917.46,2,1,0,49,1,0
13,4824.45,0,1,1,29,5,0
2,1282.42,3,1,1,67,3,0
0,753.72,3,0,1,42,2,0
9,2674.77,1,0,0,29,0,0
12,66.57,1,0,0,32,3,0
8,279.71,3,0,1,30,1,0
21,4058.13,1,1,1,60,0,0
21,6551.44,3,1,1,63,0,0
1,690.04,2,0,1,42,4,0
9,4696.17,3,1,0,30,3,0
11,1451.87,0,1,0,62,0,0
18,1613.2,1,1,1,37,3,0
2,6463.0,0,0,0,38,0,0
18,2910.98,3,1,0,24,1,0
0,5012.75,3,1,1,48,3,0
14,4485.2,0,1,0,25,2,0
22,2560.6,2,1,1,37,2,0
12,4133.29,0,1,1,47,1,0
6,3695.14,1,1,1,45,2,0
1,1963.42,0,1,1,38,1,0
21,494.05,0,0,1,68,0,0
19,929.28,2,0,1,23,2,0
10,1416.62,3,0,0,50,0,0
22,2650.66,0,0,0,69,0,0
15,1060.51,2,1,1,38,0,0
13,689.62,1,0,0,47,4,0
22,108.59,2,1,0,33,3,0
14,716.77,3,0,0,38,1,0
19,2323.58,0,1,1,18,4,0
18,451.15,0,0,0,67,1,0
6,89.39,0,1,1,22,0,0
8,232.89,1,1,1,52,2,0
3,9116.27,1,0,0,68,4,0
5,108.35,0,0,0,67,2,0
22,1917.88,2,0,1,31,1,0
9,3496.89,2,1,0,24,2,0
2,757.39,0,1,1,41,1,1
20,9988.15,2,1,0,25,3,0
0,68.89,2,1,0,64,4,0
5,6363.1,2,1,0,41,2,1
4,1490.27,2,0,1,26,5,0
22,1452.72,0,1,1,65,2,0
14,1917.17,0,1,1,60,0,1
10,10663.33,2,1,0,53,3,0
19,2967.27,0,0,0,67,0,0
12,6325.34,2,0,1,50,5,0
5,84.66,2,0,1,32,4,0
4,6817.33,0,0,0,57,5,0
1,720.34,2,1,0,66,4,0
16,1134.83,1,0,0,33,3,0
23,229.37,0,1,1,40,1,0
11,7397.96,2,0,0,19,2,0
11,2240.3,3,0,0,62,0,0
21,283.18,3,0,1,46,2,0
13,1519.69,3,1,1,35,5,0
6,1439.77,1,0,0,54,4,0
21,156.49,0,1,0,57,1,0
13,1281.41,3,0,0,46,5,0
6,1039.74,0,1,0,65,3,0
8,7557.2,1,1,1,56,0,0
13,4931.83,2,0,0,53,2,0
20,523.37,2,1,0,61,1,0
16,8045.27,0,0,1,58,2,0
16,4077.94,3,0,0,61,5,0
20,2025.02,0,1,0,56,2,0
12,1700.39,1,0,0,59,0,0
17,7845.48,2,1,1,61,5,0
18,1093.74,0,0,0,67,4,0
16,1388.92,0,0,0,34,0,0
5,3524.85,1,0,1,62,5,0
11,4272.45,3,1,0,18,5,0
5,1188.78,1,0,0,46,2,1
2,7653.44,0,1,0,52,2,1
14,887.57,3,1,1,56,1,0
2,1280.83,3,0,1,61,3,0
22,656.61,3,1,0,24,2,0
14,2310.65,0,0,0,64,4,0
0,21679.55,2,0,0,18,1,0
20,3798.12,3,0,1,22,4,0
2,1912.1,0,1,1,22,5,0
4,12210.7,3,1,0,24,0,1
13,151.27,1,1,1,23,3,0
3,1010.2,1,0,1,48,0,0
21,5462.65,0,0,1,39,4,0
8,2229.29,0,0,1,36,4,0
17,14.12,3,0,1,26,1,0
9,1830.57,1,1,0,67,2,0
7,66.18,2,0,1,61,4,0
12,2556.33,3,0,1,28,2,0
1,3005.07,1,0,1,38,5,0
19,674.72,3,1,0,20,4,0
19,12914.6,2,0,0,42,0,0
6,5383.76,3,0,1,44,5,0
10,1869.93,2,0,1,43,4,0
4,1111.25,1,1,0,60,2,0
17,37.25,3,1,1,67,0,0
7,3545.29,2,1,1,19,2,0
9,915.03,3,0,1,66,5,0
1,1505.87,2,1,1,56,1,0
2,1679.11,3,1,1,26,3,0
22,5768.66,1,0,0,58,4,0
4,5719.61,2,0,0,45,4,0
15,4491.26,0,0,1,40,0,0
9,4367.56,3,1,0,55,4,0
10,2048.06,2,1,0,25,1,0
18,4697.97,1,1,0,41,4,0
15,5858.79,0,1,0,58,1,0
11,2070.09,1,0,1,27,3,0
1,6919.51,1,0,1,46,4,1
10,13931.99,0,0,1,26,0,0
21,578.14,2,1,1,43,1,0
0,11594.34,2,1,0,68,5,1
23,846.07,0,0,0,46,0,0
4,8155.71,3,0,1,45,5,0
20,5713.62,3,1,0,38,0,0
13,7432.84,3,1,0,67,2,0
17,1854.29,1,0,0,49,2,0
6,491.31,2,0,0,68,5,0
4,755.48,3,1,1,69,5,0
7,1090.21,1,0,1,44,2,0
20,861.92,0,1,1,39,4,0
14,10268.69,2,1,0,68,5,0
4,509.06,3,0,1,50,1,0
12,3473.11,2,0,0,26,5,0
18,2149.86,0,0,1,29,2,1
1,104.42,2,1,0,27,0,0
4,713.19,3,0,1,50,1,0
4,8134.82,2,1,1,50,2,0
5,5091.93,0,0,1,52,5,0
15,2645.35,1,1,1,69,4,0
1,239.51,0,0,1,39,0,0
4,447.37,0,1,1,46,2,0
14,3934.7,0,1,0,38,2,0
0,4244.81,2,1,0,37,4,0
18,9517.24,3,1,1,64,0,0
2,690.48,3,1,0,39,5,0
18,3141.46,2,1,0,21,2,0
14,1690.78,0,1,0,28,5,0
2,362.61,0,0,1,47,1,0
7,1229.11,2,1,1,48,4,0
14,1373.96,2,1,0,18,0,0
0,1812.37,0,1,1,41,0,0
5,1040.31,0,0,1,54,5,1
21,2413.34,3,1,1,32,0,0
16,2797.68,1,1,0,39,3,0
15,1597.15,0,1,1,32,5,0
12,1402.31,2,1,0,65,1,0
0,3197.06,2,0,1,46,4,0
2,167.18,1,0,0,60,3,0
23,6038.93,1,0,1,60,0,0
5,11022.83,3,1,1,31,5,0
19,170.69,1,1,1,27,2,0
20,3705.15,3,1,0,35,5,0
2,872.01,1,0,0,56,1,0
14,1686.45,3,0,1,59,3,0
14,946.77,0,0,0,64,0,0
10,723.34,3,0,1,26,3,0
21,1744.73,0,0,1,23,4,0
5,1393.78,0,0,0,54,2,0
5,1664.29,0,0,0,55,1,0
8,4952.09,0,1,0,33,3,0
13,11539.91,2,1,1,55,1,0
10,464.11,1,0,1,37,0,0
23,4088.87,2,1,1,56,5,0
5,2389.53,3,1,1,24,4,0
17,1400.51,1,1,1,45,3,0
19,3241.49,0,1,1,61,4,0
14,6399.18,0,1,0,67,4,0
21,3077.55,1,0,1,18,5,0
8,3648.48,3,1,1,69,3,0
10,481.36,0,1,1,62,2,0
1,3743.96,2,0,0,23,3,0
5,12833.06,1,0,0,26,1,0
22,9626.76,3,1,1,39,5,0
13,1578.8,1,0,0,51,4,0
13,6417.82,1,0,0,38,4,0
23,2684.81,3,0,1,32,1,0
12,377.68,3,1,1,26,2,0
4,11477.66,0,1,1,62,1,0
8,2849.45,3,0,1,47,1,0
10,335.73,2,0,1,36,0,0
6,2547.66,2,0,0,26,1,0
1,3834.46,2,0,0,25,4,0
23,812.51,1,0,1,50,5,1
11,3441.3,0,0,0,19,4,0
4,10138.27,1,1,0,27,2,1
23,790.52,2,1,0,24,0,0
1,2025.02,3,0,0,28,4,0
13,1130.67,1,1,0,26,4,0
6,1472.59,0,1,0,44,3,0
4,5444.04,2,0,0,32,3,0
3,5203.95,0,1,1,37,5,0
9,25.15,0,0,0,25,3,0
15,390.59,2,1,0,67,5,0
5,1287.77,0,1,0,31,3,0
20,1083.07,1,1,1,40,3,0
5,294.78,0,1,1,59,2,0
8,3490.97,0,1,1,69,5,0
0,3087.51,3,1,0,58,1,0
15,855.55,0,0,0,52,5,0
16,1346.69,1,0,1,23,4,0
12,2008.09,0,0,0,32,3,0
5,139.05,1,0,1,59,4,0
1,504.54,1,1,1,46,3,0
7,3122.32,2,1,1,38,4,0
22,1994.59,1,0,0,25,4,0
21,2752.43,3,0,0,35,1,0
3,10869.71,1,0,0,40,0,1
8,4225.69,3,0,1,52,1,0
22,10347.93,2,1,1,42,0,0
6,2681.76,3,1,0,58,4,0
20,4.4,0,0,1,47,1,0
0,295.41,2,1,1,40,0,0
13,3581.88,0,1,1,54,0,0
1,1091.82,3,1,1,27,3,0
7,1602.14,3,1,0,40,0,0
10,3375.65,2,1,1,31,0,0
4,1216.85,0,0,0,31,1,0
17,6206.24,3,1,0,46,3,0
11,1470.26,1,0,0,34,2,0
20,136.01,1,0,1,26,3,0
23,12444.86,1,0,1,68,1,0
19,2018.4,3,1,1,67,3,0
18,1294.85,1,1,0,61,1,0
4,6882.72,3,0,0,64,4,0
6,5917.07,1,1,0,49,3,0
1,115.65,0,1,0,41,1,0
16,4957.65,3,0,0,57,2,0
12,2019.85,1,1,1,22,5,0
10,3357.51,2,0,0,35,3,0
4,473.31,3,1,1,18,5,0
12,3303.07,1,0,1,63,5,0
22,784.47,1,0,0,22,0,0
12,374.48,3,1,1,59,4,0
7,433.9,2,1,0,36,1,0
10,1069.75,1,0,1,38,4,0
7,14356.6,0,0,0,22,2,0
9,167.44,0,1,1,63,5,0
10,1205.53,0,1,1,50,0,0
0,2233.67,2,0,0,34,4,0
6,695.42,0,1,1,68,3,0
7,9779.56,2,1,0,31,4,0
5,1851.71,2,1,1,44,3,0
13,3539.96,3,0,1,32,4,0
19,1338.71,1,0,1,28,4,0
6,647.76,3,0,1,69,4,0
2,1085.54,3,0,1,43,5,0
1,984.17,2,1,0,43,4,0
21,5642.77,0,1,0,39,2,0
17,44.61,3,1,1,66,3,0
21,6722.87,2,0,1,41,3,0
2,1497.15,2,0,0,25,3,0
13,2877.83,1,0,0,49,5,0
17,4912.97,3,1,0,24,0,0
12,1854.05,2,0,1,33,4,0
7,291.55,1,0,0,50,4,0
3,2340.68,2,1,0,27,0,0
14,388.89,1,1,0,58,4,0
11,5223.33,2,1,0,49,5,0
13,3131.44,3,0,0,21,5,0
19,2690.52,3,1,0,39,5,0
6,1.16,2,0,0,32,4,0
23,9662.09,2,0,1,22,2,0
11,418.93,0,1,1,27,2,0
8,608.05,2,1,0,30,2,0
9,12840.3,3,1,1,67,5,0
7,281.39,1,0,1,38,4,0
19,4060.27,2,0,0,25,2,0
1,299.33,1,1,0,35,4,0
15,3959.42,1,0,1,62,5,0
20,6605.1,1,1,1,57,1,0
22,1290.94,3,1,0,61,3,0
17,1123.51,1,0,0,21,5,0
19,8109.09,2,1,1,46,0,0
21,232.75,3,0,1,68,5,0
23,1281.05,2,0,0,64,5,0
9,3174.67,2,1,1,68,4,0
5,3489.35,1,1,1,20,5,0
5,1810.02,0,0,1,52,0,0
21,5765.21,0,1,0,42,5,0
19,5670.82,3,1,0,43,3,0
12,5095.92,3,0,1,29,0,0
18,561.78,3,1,1,48,2,0
16,3121.17,0,0,1,22,2,0
1,5711.09,1,1,1,40,1,0
17,297.05,3,1,1,25,2,0
6,841.47,3,0,1,49,3,0
13,11447.42,0,1,1,24,0,0
21,1859.0,0,1,0,34,4,0
14,2266.32,1,1,1,18,1,0
7,1293.6,1,0,1,28,5,0
8,1493.68,2,1,0,37,0,0
20,6747.77,1,1,1,50,3,0
10,704.27,0,0,0,46,3,0
2,981.97,3,1,0,19,3,0
19,2083.38,0,1,1,42,0,0
13,1115.68,3,0,0,63,1,0
7,6694.52,3,0,1,36,1,0
2,3007.07,0,0,0,57,1,0
17,2101.98,2,1,1,41,4,0
22,2779.55,0,1,1,63,5,0
13,60.09,1,1,0,26,2,0
19,4061.54,0,0,0,40,3,0
7,1225.85,0,0,1,53,5,0
16,2810.98,3,0,1,30,3,0
7,5354.59,3,1,0,69,4,0
4,1271.6,2,1,1,22,5,0
11,112.99,3,1,1,33,3,0
1,2.91,3,0,0,62,5,0
16,5894.73,2,1,0,39,5,0
12,2372.45,0,0,1,42,4,0
21,3153.34,2,1,1,23,4,0
13,2724.91,3,0,1,45,3,0
8,555.4,2,0,1,25,1,0
8,116.98,3,0,0,30,2,0
8,835.98,0,0,1,21,2,0
19,14095.68,2,0,1,36,3,0
5,1622.78,2,0,1,59,4,0
11,7773.91,2,0,1,59,5,0
9,904.36,0,1,0,49,1,0
21,3769.91,3,0,1,61,0,0
4,79.16,1,1,0,21,5,0
17,39.6,1,0,1,30,3,0
6,1881.42,2,1,0,65,1,0
12,3141.65,0,0,0,49,3,0
0,9829.6,2,1,0,55,2,1
5,90.46,1,1,1,54,1,0
20,13236.8,2,0,1,46,3,0
20,1914.91,3,1,1,47,5,0
7,4362.23,2,1,1,29,0,0
8,3117.8,0,1,0,46,2,0
6,854.2,0,1,0,59,3,0
9,1212.8,3,1,0,54,1,0
7,2682.95,1,0,0,46,4,0
1,304.01,3,0,0,20,1,0
17,4471.23,2,1,0,60,2,0
14,4822.08,3,1,0,24,5,0
23,5154.99,3,0,0,34,1,0
5,5663.2,2,1,0,69,2,1
23,3504.77,1,1,1,18,4,0
13,4087.05,2,0,0,38,0,0
21,2665.22,1,0,1,43,2,0
23,771.16,0,1,0,69,5,0
17,260.09,3,0,1,45,2,0
23,590.07,2,1,0,56,2,0
2,643.69,2,0,0,49,3,0
0,4255.1,0,1,0,31,3,0
22,8855.06,3,1,1,58,1,0
0,5053.1,2,0,1,67,5,0
13,14562.37,1,1,0,62,0,0
0,133.93,0,1,1,20,4,0
0,97.84,0,0,0,53,4,0
3,3451.76,0,1,0,50,0,0
11,77.82,1,0,1,32,3,0
14,6641.71,2,0,0,20,4,0
3,1916.96,2,1,1,27,4,0
9,7747.2,1,1,0,55,1,0
10,862.46,3,0,0,45,2,0
5,3085.09,2,0,0,55,3,0
9,3602.48,0,0,1,25,1,0
11,1015.92,3,1,0,55,5,0
2,1373.07,1,0,1,68,3,0
14,2405.21,0,0,0,67,4,0
15,1451.78,2,1,0,63,1,0
9,2029.0,2,1,0,53,3,0
21,1826.45,0,1,1,53,4,0
22,3289.77,3,0,1,27,4,0
10,254.48,0,1,1,41,4,0
15,9413.54,0,0,0,28,5,0
16,325.59,1,0,0,67,1,0
13,1237.95,3,0,1,33,3,0
15,26.22,3,1,1,55,4,0
13,5078.77,2,0,0,18,2,0
5,358.08,1,1,0,41,4,0
9,979.24,2,0,0,60,4,0
16,1803.14,0,0,0,66,3,1
22,5573.23,1,1,0,63,5,1
9,4373.34,0,0,1,57,2,0
20,487.3,2,0,1,31,1,0
9,1775.38,0,1,0,58,2,0
13,1213.7,3,0,0,31,3,0
19,8898.0,0,1,0,66,2,0
16,5808.48,0,1,0,26,0,0
8,489.05,1,1,1,57,4,0
14,1684.43,0,1,0,25,1,0
6,1764.65,2,1,0,25,3,0
1,9726.11,3,0,1,50,3,0
3,4758.0,3,0,0,37,5,0
19,4967.15,3,1,1,66,3,0
23,1377.12,3,1,0,23,3,0
17,3567.55,0,0,1,59,0,0
10,1158.04,1,1,0,57,1,0
4,5220.97,2,0,0,34,3,0
7,9663.05,0,1,1,23,5,0
21,2825.79,0,1,1,50,4,0
19,2256.98,2,1,0,48,0,0
4,6178.77,0,0,1,67,3,0
1,7062.4,1,0,0,21,0,0
4,283.58,1,1,1,25,0,0
2,3585.16,0,1,0,24,0,0
11,2970.33,0,1,1,38,1,0
18,707.81,0,0,0,42,5,0
6,400.11,1,0,1,28,0,0
18,1007.49,3,1,0,57,0,0
3,555.32,2,0,1,24,2,0
22,833.52,1,1,0,68,3,0
13,7488.9,2,1,0,65,3,0
18,7438.59,2,0,0,32,0,0
17,877.24,3,0,1,36,0,0
6,677.38,2,1,1,29,2,0
14,1818.4,1,0,0,36,0,0
20,3271.68,1,0,0,33,0,0
0,445.25,1,1,1,55,1,0
11,5101.05,2,1,0,49,4,0
23,229.27,0,1,1,57,0,0
18,360.94,1,0,0,58,3,0
22,3035.08,0,0,1,32,0,0
5,685.28,1,1,1,35,4,0
12,780.43,1,1,1,28,1,0
5,6271.25,2,1,1,45,1,0
12,1358.5,0,0,0,57,5,0
14,7624.92,1,0,1,36,1,0
15,345.22,1,1,1,32,5,0
7,8049.65,1,1,0,66,2,0
12,7385.33,0,1,0,48,1,0
12,2327.98,1,0,0,55,0,0
19,4260.54,1,0,1,67,1,0
19,1724.29,0,1,1,64,0,0
11,4353.45,2,1,0,41,5,0
18,835.36,0,0,0,29,2,0
16,7003.62,2,0,0,61,4,0
2,4660.13,1,1,1,69,4,0
14,3956.72,1,0,0,68,5,0
16,4902.01,2,1,0,49,2,0
5,1268.66,0,1,0,53,2,0
23,631.86,0,0,1,38,5,0
18,1314.65,3,0,1,50,0,0
11,118.51,0,0,1,61,5,0
3,945.08,3,1,0,69,0,0
20,2804.14,3,0,1,47,0,0
22,5622.98,2,0,0,49,2,0
11,7991.75,2,1,1,36,4,0
21,3842.28,0,0,0,42,1,0
1,6672.76,2,0,1,24,4,0
6,1033.25,1,1,0,36,4,0
15,3396.9,3,0,0,61,3,0
23,11286.52,2,0,0,65,4,0
11,2830.92,1,1,0,35,5,0
15,1675.22,1,1,1,32,1,0
13,914.21,2,1,1,53,2,0
0,1133.99,2,0,1,48,3,0
21,678.71,3,1,1,44,4,0
8,3640.89,3,1,1,62,3,0
6,3862.01,2,1,1,54,4,0
4,4536.2,1,1,1,41,5,0
9,1890.2,1,0,0,64,2,0
9,446.41,0,0,0,20,2,0
17,1644.16,2,0,0,60,1,0
6,4141.66,0,0,1,20,4,0
17,5809.49,2,0,1,25,5,0
12,253.9,0,0,1,38,5,0
10,838.74,3,0,0,27,4,0
9,9807.61,3,1,0,50,5,0
21,1696.74,1,0,0,67,4,0
8,219.86,3,1,1,41,0,0
14,683.37,2,0,1,59,2,0
13,5273.4,0,0,0,43,3,0
2,4274.94,3,1,0,66,2,0
23,735.69,2,1,1,49,2,0
13,321.31,2,0,1,36,1,0
20,248.17,1,0,0,61,3,0
15,2077.41,1,0,0,53,2,0
22,3567.87,2,0,1,57,2,0
2,1173.51,3,1,1,24,1,0
7,270.45,1,0,0,47,3,0
1,2031.84,2,1,0,33,4,0
23,741.41,3,0,1,18,2,0
1,598.73,1,0,0,19,1,0
22,4470.34,1,1,0,51,5,0
17,2782.08,3,1,1,63,1,0
6,1135.44,1,0,1,31,0,0
16,1851.61,1,1,0,65,1,0
5,760.51,2,1,1,40,1,0
9,2474.32,2,1,1,46,4,0
6,4244.02,2,1,1,46,0,0
3,1677.95,0,1,0,48,5,0
10,1452.21,0,1,1,37,5,0
15,870.11,3,1,0,47,0,0
16,1172.34,3,1,0,56,4,0
5,1339.13,0,0,0,32,4,0
19,1125.39,2,1,0,57,4,0
18,283.95,1,1,1,48,0,0
19,479.86,2,1,0,28,4,0
21,16750.4,2,0,1,50,2,0
20,1353.15,0,0,0,55,1,0
17,4910.0,2,0,0,21,3,0
14,3790.03,1,1,1,49,5,0
1,2491.45,2,0,1,59,1,0
18,1792.49,3,1,0,68,4,0
5,3283.33,0,1,1,63,1,0
11,2632.75,2,0,1,52,0,0
0,3971.77,3,0,0,46,2,0
22,15270.5,3,1,0,36,3,0
23,1134.57,2,0,1,61,5,0
22,1219.17,0,1,1,44,0,0
10,3505.35,3,1,1,22,1,0
18,5583.89,3,1,0,43,3,0
21,631.97,1,0,1,46,3,0
3,5786.57,0,1,1,69,3,0
20,6802.6,3,0,1,56,1,0
18,1506.9,3,1,0,51,1,0
20,930.0,1,1,1,29,3,0
5,1535.38,2,0,1,52,4,0
7,619.69,2,0,0,56,1,0
21,183.03,0,0,1,68,4,0
8,4787.41,1,0,1,58,1,0
9,2530.67,2,1,1,69,3,0
9,2044.3,3,1,0,37,3,0
9,722.35,3,0,0,64,5,0
3,2411.71,3,1,1,28,1,0
17,1540.72,1,1,0,55,2,0
11,2116.8,0,1,1,40,2,1
10,285.54,1,1,1,60,5,0
15,7684.37,0,0,1,64,3,0
18,4334.0,0,1,1,42,2,0
10,4055.01,3,0,0,24,4,0
22,2615.23,3,0,0,34,5,0
3,774.97,1,1,0,57,5,0
11,328.06,1,0,0,43,0,0
16,1345.43,2,1,0,31,2,0
23,1597.19,0,1,1,53,5,0
12,4294.24,3,1,1,20,1,0
3,480.97,3,1,0,50,1,0
5,5092.2,3,0,1,33,1,0
6,1754.99,2,1,0,46,5,0
7,4827.68,1,0,0,31,5,0
1,2047.93,0,1,0,19,0,0
8,158.74,1,1,0,22,2,0
9,2810.06,0,1,1,19,3,0
18,1671.65,0,0,1,46,0,0
0,1844.69,3,0,1,69,5,0
15,4577.88,0,1,1,57,2,0
17,755.3,1,0,1,34,5,0
7,77.95,0,1,0,22,1,0
9,1011.26,1,0,0,42,3,0
21,505.65,1,1,1,23,4,0
10,1263.94,3,1,0,65,0,0
16,699.66,3,0,1,59,0,0
6,306.2,2,0,0,60,5,0
2,5273.33,0,0,0,18,2,0
6,705.03,1,1,0,55,1,0
5,1356.76,0,0,1,67,5,0
2,5.63,0,1,0,39,3,0
7,4431.33,3,0,0,41,0,0
0,1866.82,2,1,0,34,4,1
4,6000.28,1,1,0,36,1,1
23,162.83,0,0,1,47,0,0
18,536.71,3,1,0,58,3,0
12,893.98,0,0,1,36,2,0
10,6572.02,2,0,1,34,3,0
21,1311.06,1,0,0,50,2,0
10,620.69,2,1,1,45,3,0
1,4850.4,3,0,0,52,5,0
8,1080.0,0,0,0,63,3,0
1,1290.63,1,1,1,39,5,1
20,3189.31,0,1,0,46,0,0
18,1452.63,3,0,1,59,0,0
11,49.82,0,1,1,55,3,0
8,13572.39,1,1,1,43,1,0
8,818.01,3,0,0,42,2,0
22,840.58,1,0,1,34,5,0
9,431.4,1,1,0,52,1,0
4,515.8,1,0,0,52,1,0
8,2091.29,0,0,0,28,3,0
22,8427.35,2,0,1,24,1,0
17,3584.05,1,0,0,69,2,0
9,3215.14,1,1,0,60,3,0
16,1345.83,1,0,1,32,2,0
9,5031.61,0,0,1,20,0,0
13,1923.68,0,1,1,63,5,0
3,1834.82,3,1,0,53,2,0
9,15614.21,0,0,0,19,4,0
23,2816.72,2,0,0,29,4,0
21,6078.98,3,1,1,20,1,0
17,2230.6,3,1,0,64,1,0
4,529.24,2,0,1,55,3,0
8,13089.02,0,0,1,28,4,0
5,3198.47,2,0,0,55,5,0
15,482.92,0,1,0,20,4,0
21,4041.8,3,0,0,64,5,0
22,1734.94,3,1,1,29,1,0
15,5184.47,2,0,1,33,1,0
10,973.35,0,0,0,42,2,0
20,8558.56,3,1,1,22,0,0
14,1058.21,3,0,1,20,1,0
18,17713.62,1,0,1,59,1,0
2,3613.66,2,1,1,34,4,0
15,10651.47,2,1,0,63,3,0
20,3863.81,2,0,0,30,3,0
19,4209.22,0,0,1,50,1,0
4,388.2,1,0,1,39,2,0
8,45.37,1,0,1,53,4,0
4,271.1,3,1,1,33,3,0
3,1724.89,0,0,1,27,2,0
12,1542.89,1,0,0,38,4,0
19,609.46,2,0,0,46,1,0
16,133.29,1,0,0,30,1,0
19,3533.89,2,1,0,29,2,0
11,661.39,0,1,0,63,5,0
19,11527.27,0,1,0,50,4,0
19,327.59,0,1,1,36,0,0
6,1355.6,0,1,1,58,1,0
0,1955.58,3,1,0,54,2,0
15,739.6,3,0,0,62,2,0
6,2099.56,2,1,0,28,0,0
1,398.8,3,1,0,59,4,0
11,4.93,1,0,0,36,0,0
10,3594.0,1,1,1,26,1,0
7,5397.23,3,0,0,41,1,0
0,2564.84,0,0,0,37,4,0
2,778.26,0,0,1,28,0,0
7,1505.41,0,0,0,28,3,0
7,2952.87,1,1,0,61,1,0
10,99.27,1,0,1,51,4,0
20,296.89,2,1,0,57,0,0
4,9524.28,0,1,0,41,3,1
7,3404.58,0,1,1,64,4,1
20,3582.04,0,0,0,51,3,0
8,324.44,0,0,0,18,2,0
16,795.61,0,0,0,61,1,0
4,1488.53,3,1,0,47,1,0
18,689.13,2,1,1,65,2,0
18,4973.68,1,0,1,44,0,0
1,2797.6,2,0,1,55,3,0
18,657.57,3,1,0,28,0,0
22,4420.89,0,0,0,23,2,0
14,2334.29,2,0,1,69,4,0
7,699.02,2,0,1,62,4,0
23,5551.73,2,0,1,62,5,0
7,707.03,3,0,0,54,0,0
0,3519.63,0,0,0,57,3,0
13,1532.02,1,1,1,42,0,0
10,4152.42,0,0,0,43,0,0
6,1652.14,3,0,0,59,4,0
17,1013.21,1,0,0,62,5,0
14,9733.0,2,0,1,28,4,0
9,4265.42,1,0,0,18,1,0
3,5274.66,2,1,0,66,4,1
20,1125.78,3,1,0,33,0,0
0,1282.9,1,0,1,51,4,0
13,569.15,3,1,0,68,4,0
19,1775.81,0,1,1,33,2,0
19,17392.44,2,1,0,44,4,0
8,2671.04,1,0,1,36,1,0
12,3864.78,0,1,0,68,3,0
16,4012.43,0,1,1,67,3,0
23,679.93,2,1,1,47,1,0
19,172.97,3,1,1,52,2,0
3,388.94,3,1,1,62,0,0
4,3815.59,3,0,0,39,5,0
17,1825.27,3,0,0,46,2,0
16,7051.54,2,0,1,48,5,0
20,1369.5,0,1,0,43,2,0
6,325.0,1,1,1,42,4,0
9,10370.29,3,1,1,58,2,0
8,1536.01,1,0,1,37,5,0
12,5655.58,2,1,0,30,1,0
17,141.42,0,1,0,30,5,0
11,1335.8,0,1,0,37,2,0
7,2707.07,1,0,1,53,4,0
22,2227.6,0,0,1,24,1,0
17,3902.52,1,0,1,37,2,0
4,6437.85,1,0,1,23,5,0
6,4263.9,2,0,1,42,2,0
14,1113.69,2,0,1,55,2,0
2,10454.25,0,1,1,50,4,0
17,7542.47,3,0,1,19,1,0
5,2983.05,2,0,1,29,2,0
5,2139.92,3,1,1,64,1,0
19,2179.62,3,0,0,40,1,0
0,3986.33,1,1,1,63,1,0
20,1981.6,2,0,1,65,2,0
16,12906.81,0,0,0,24,2,0
10,3718.77,1,0,0,24,1,0
23,816.11,2,1,0,53,2,0
1,3223.03,2,1,0,57,5,0
8,1987.48,2,0,0,69,0,1
18,522.54,3,1,0,20,1,0
5,2194.64,0,1,1,32,2,0
6,5876.64,1,0,0,58,4,0
3,74.82,0,0,0,67,3,0
2,5716.33,0,0,1,43,1,0
1,3467.06,2,1,0,63,4,0
9,3880.18,3,1,1,41,3,0
9,6694.46,2,0,1,31,1,0
16,8632.18,3,0,1,68,4,0
15,1049.27,3,0,1,36,3,0
0,7544.64,2,0,0,46,4,0
11,732.11,2,0,0,19,5,0
19,467.77,2,0,1,38,2,0
19,2427.98,1,1,0,29,4,0
9,7878.99,2,1,1,42,5,0
0,167.77,2,0,1,56,4,0
15,2252.48,2,1,0,39,1,0
10,3404.35,3,1,1,38,3,0
3,4104.46,2,1,0,39,3,0
2,2103.05,3,1,1,36,5,0
12,2566.33,1,1,1,39,2,0
20,1813.65,0,1,1,61,4,0
14,3854.03,0,1,1,61,0,0
9,1430.44,1,1,0,61,4,0
5,987.14,0,1,0,38,3,0
10,914.55,3,0,1,64,4,0
0,3178.63,3,0,1,58,0,0
19,7754.36,1,0,0,45,3,0
3,959.15,1,1,1,33,1,0
9,862.38,2,0,0,20,3,0
21,3772.78,1,1,1,52,5,0
14,27.55,2,1,0,69,4,0
0,5391.38,1,1,1,60,2,0
20,1430.64,3,1,0,56,4,0
14,6958.56,3,1,1,42,4,0
